Posting time 	Number of images	Description under the image	Year	Make and Model 	Condition 	Cylinders 	Drive 	Fuel 	Odometer 	Paint color	Size	Title Status 	Transmission	VIN
"2018-01-30  9:04am
                "	12	"2004 GMC Yukon for sale. It has 203,542 miles on it. This is a great SUV and it will be a great vehicle for anyone. I bought it in July 2015 and I have never had any problems out of it. Open to trades! You can contact me at 256-744-zero five two zero

Pros: Sunroof, Power windows and locks, cruise control, BOSE sound system, towing package, Auxiliary Input through stock radio, new rims and tires, cloth interior, heat and A/C.

Cons: Paint chips on roof. No third row seating.    "	2004		 good	 8 cylinders		 gas	 203542	 white	 full-size	 clean	 automatic	
"2018-02-03 12:46pm
                "	3	m selling my 97 Buick LeSabre custom for $600. I was driving to work and it cut off while driving, was told to me that the oil pressure was low. Started up the next day and ran then oil pressure dropped again and it started knocking. Before that it ran dam good , All I can think is the oil pump went out, don't have time to mess with it so it gotta go.    	1997		 fair	 6 cylinders	 fwd	 gas			 mid-size	 missing	 automatic	
"2018-02-03 12:40pm
                "	11	02 impala runs great, engine replaced out of a 04 monte carlo.  Everything works air, heat new headlights, radiator, and interier lights. (RIMS ALREADY SOLD). Needs a paint job been sitting up, only problem is the crankshaft sensor. The person that was suspose to put in the new one broke the old one, and it's in the block. Need to drop oil pan and try to get it out.    	2002		 good	 6 cylinders		 gas		 blue	 mid-size	 clean	 automatic	
"2018-02-03 12:39pm
                "	11	02 impala runs great, engine replaced out of a 04 monte carlo.  Everything works air, heat new headlights, radiator, and interier lights. (RIMS ALREADY SOLD). Needs a paint job been sitting up, only problem is the crankshaft sensor. The person that was suspose to put in the new one broke the old one, and it's in the block. Need to drop oil pan and get it out.    	2002		 good	 6 cylinders		 gas		 blue	 mid-size	 clean	 automatic	
"2018-02-03 12:15pm
                "		",,call if you want it,,, show contact info
 or trade for nice chevy truck 2000 model and up,,runs and drives like brand new,,needs interior work    "	1982		 good	 8 cylinders	 rwd	 gas				 clean	 automatic	
"2018-02-03 12:14pm
                "		",,call if you want it,,, show contact info
 or trade for nice chevy truck 2000 model and up,,runs and drives like brand new,,needs interior work    "	1982		 good	 8 cylinders	 rwd	 gas				 clean	 automatic	
"2018-01-25  7:40am
                "	12	"Very nice ride. Cold air. Hot heat. 3rd row seat front and rear air. Runs and drives great. Motor Transmission and radiator have been replaced. Motor has 176,431 miles on it and is the 4.6. 213,000 on the dash. 
It has 20's on it with some pricey rims. And no to anyone who wants to know if I'll swap them for something so please don't ask. Wouldn't be scared to go anywhere in it.


"	1999		 good	 8 cylinders	 rwd	 gas	 213000	 silver	 full-size	 clean	 automatic	
"2018-01-15  8:33am
                "		"Selling my 2001 Ford Ranger 4X4 with 85K miles, newer Dick Cepek wheels and all terrain tires, factory bed liner, cold a/c and hot heat....NO check engine lights....asking $1900 or BEST reasonable offer.....may consider interesting trades, worst I can say is no....also I will remove this ad when my truck is sold.....call :  show contact info

"	2001		 excellent			 gas				 clean	 automatic	
"2018-02-03 11:51am
                "	12	"2017 Chevrolet Malibu LS
For Vehicle Availability Contact Us Now!!
Butch Davis Chevrolet  ""DRIVE A LITTLE-SAVE A LOT!""
Call Us AT: (662) 200-5006 
Stock Number: P1171 
 
Year:*2017*
Make: *Chevrolet*
Model: *Malibu*
Trim: *LS*
VIN: 1G1ZB5ST9HF204674
Stock: P1171
Mileage: 22513 miles
Engine: 1.5L DOHC
Transmission: 6-Speed Automatic
Driveline: 
Exterior: Nightfall Gray Metallic
Body: 4D Sedan Sedan


We are conveniently located at:
2015 City Ave NRipley, MS 38663
Call Us (662) 200-5006
Stock Number: P1171 
 2017 Chevrolet Malibu LS with Back Up Camera for sale - Only 22K miles 1 Owner Clean Carfax Bumper to bumper warranty Automatic transmission Back Up Camera XM radio Apple CarPlay OnStar Bluetooth connectivity Power windows Power locks Cruise Remote starter 16 inch alloy wheels and much more. This vehicle offers a sharp looking color combination of Nightfall Gray Metallic paint with Jet Black interior. Equipped with a powerful yet fuel friendly engine that gets an impressive 36 MPG on the highway which means you will save a lot of money at the pump.This Chevrolet has been checked out by our service department and has passed inspection. No need to worry this Malibu has remaining factory bumper to bumper warranty until 36000 miles! Also for a few extra dollars per month you can extend the bumper to bumper protection all the way up to 120000 miles!Butch Davis Chevrolet will help you save money while having the easiest car buying experience of your life! Many of the vehicles we stock are priced at thousand of dollars below what most other dealers charge. Our low no haggle internet prices are clearly marked on each and every vehicle. No pressure tactics here because our sales staff works on salary. At Butch Davis Chevrolet you will never waste time or get stressed out negotiating price or dealing with pushy commissioned sales people!FINANCING FOR FAIR GOOD AND EXCELLENT CREDIT - We have lenders that offer low interest rates. Most of our vehicles can be financed with 0 down for up to 75 months. The combination of low rates and flexible terms allows our customers with a good credit rating to get a low monthly payment often much less than they expect.FINANCING FOR POOR CREDIT - We have lenders that can help you. Bring your most recent paystub and your ID. A down payment of 2000 dollars or more is recommended.Trade ins are welcome.Open 9-7 during the week and 9-6 on Friday and Saturday. Closed Sundays. THANK YOU!
 Similar Years: 2015 15 2016 16 2017 17 2018 18 2019 19 
Similar Trims: 
Other: 1.5 Liters Liter 1.5Liter 1.5L CARFAX One Owner 1 Fuel Efficient Gas Saver LS LT SS LTZ LZ 2 3 2.0L 2.5L 3.5L L V6 Luxury Sedan Bluetooth Back-Up Backup Camera Aluminum Alloy Wheels _2017_ _Chevy_ _Chevrolet_ _Malibu_ _LS_ _1.5L_ _CARFAX_ _One_ _Owner_ _Fuel_ _Efficient_ _Bluetooth_ _Backup_ _Camera_ _Aluminum_ _Wheels_ _17_ *2017* *Chevy* *Chevrolet* *Malibu* *LS* *1.5L* *CARFAX* *One* *Owner* *Fuel* *Efficient* *Bluetooth* *Backup* *Camera* *Aluminum* *Wheels* *17*
"	2017					 gas	 22513			 clean	 automatic	 1G1ZB5ST9HF204674
"2018-02-03 11:40am
                "	8	"Up for sale is a 
1999 LEXUS GS400
4.0 L V8 
130,000 miles 
gray leather 
sunroof
heated seats

Brand New tires, less than two months old

Will finance for $2500 down, must live or work in panola county or surrounding counties

Car is in mint condition for its Age..
Runs and drives like a new car, Clean Carfax, been well taken care of.
feel free to ask any other questions.. Looking to sell $7500 obo..
located in Batesville,MS
six six 2-7one0-four56five    "	1999					 gas	 130000			 clean	 automatic	
"2018-02-03 11:24am
                "	4	"ONE OWNER 2004 Honda accord,automatic transmission,2.4 engine ,runs and drive great,cold a/c and hot heat work,power windows and lock,clean interior good tire,clean title,171xxxmiles 3500....  show contact info
"	2004		 excellent	 4 cylinders	 fwd	 gas	 171000	 green	 mid-size	 clean	 automatic	
"2018-02-03 11:43am
                "	14	"2017 Dodge Challenger R/T
For Vehicle Availability Contact Us Now!!
Butch Davis Chevrolet  ""DRIVE A LITTLE-SAVE A LOT!""
Call Us AT: (662) 200-5006 
Stock Number: P1158 
 
Year:*2017*
Make: *Dodge*
Model: *Challenger*
Trim: *R/T*
VIN: 2C3CDZBT1HH594249
Stock: P1158
Mileage: 19243 miles
Engine: HEMI 5.7L V8 VVT
Transmission: 8-Speed Automatic
Driveline: 
Exterior: White Knuckle Clearcoat
Body: 2D Coupe Coupe


We are conveniently located at:
2015 City Ave NRipley, MS 38663
Call Us (662) 200-5006
Stock Number: P1158 
 2017 Dodge Challenger R/T for sale - Only 19K miles 1 Owner Clean Carfax Hemi 5. 7L V8 engine Automatic transmission Power drivers seat XM radio Bluetooth connectivity Power windows Power locks Cruise 20 inch alloy wheels and much more. This vehicle offers a sharp looking color combination of White Knuckle Clearcoat paint with Black interior. Equipped with a powerful Hemi 5. 7L V8 engine that will make you smile with one quick mash of the gas pedal!This Dodge has been checked out by our service department and has passed inspection. No need to worry this Challenger has remaining factory bumper to bumper warranty until 36000 miles! Also for a few extra dollars per month you can extend the bumper to bumper protection all the way up to 120000 miles!Butch Davis Chevrolet will help you save money while having the easiest car buying experience of your life! Many of the vehicles we stock are priced at thousand of dollars below what most other dealers charge. Our low no haggle internet prices are clearly marked on each and every vehicle. No pressure tactics here because our sales staff works on salary. At Butch Davis Chevrolet you will never waste time or get stressed out negotiating price or dealing with pushy commissioned sales people!FINANCING FOR FAIR GOOD AND EXCELLENT CREDIT - We have lenders that offer low interest rates. Most of our vehicles can be financed with 0 down for up to 75 months. The combination of low rates and flexible terms allows our customers with a good credit rating to get a low monthly payment often much less than they expect.FINANCING FOR POOR CREDIT - We have lenders that can help you. Bring your most recent paystub and your ID. A down payment of 2000 dollars or more is recommended.Trade ins are welcome.Open 9-7 during the week and 9-6 on Friday and Saturday. Closed Sundays. THANK YOU!
 Similar Years: 2015 15 2016 16 2017 17 2018 18 2019 19 
Similar Trims: 
Other: HEMI V8 5.7L Liters CARFAX One Owner 1 Coupe 2 Two Door SXT SRT8 SE SRT 8 R/T RT SRT-8 Plus + Classic Rallye Redline Sport 3.6L 6.4L V6 Bluetooth Aluminum Alloy Wheels _2017_ _Dodge_ _Challenger_ _R/T_ _HEMI_ _V8_ _5.7L_ _CARFAX_ _One_ _Owner_ _Coupe_ _Bluetooth_ _Aluminum_ _Wheels_ _17_ *2017* *Dodge* *Challenger* *R/T* *HEMI* *V8* *5.7L* *CARFAX* *One* *Owner* *Coupe* *Bluetooth* *Aluminum* *Wheels* *17*
"	2017					 gas	 19243			 clean	 automatic	 2C3CDZBT1HH594249
"2018-01-24 11:16am
                "		"show contact info
 TEXT ONLY !!!!!!
This car just trip 200,000
CAR RUNS GOOD
SHIFTS GOOD
DONT SMOKE 
SUNROOF
AUTO
"	2001		 fair	 6 cylinders	 fwd	 gas				 clean	 automatic	
"2018-01-24 11:16am
                "		"show contact info
 TEXT ONLY !!!!!!

NICE CAR 
COLD AIR 
AUTO 

"	2009		 good	 6 cylinders	 fwd	 gas				 clean	 automatic	
"2018-01-24 11:15am
                "		"show contact info
 text only please!
2000 
BUICK REGAL ""GS""
SUPERCHARGED 
132000 MILES

THANKS 
RANDY    "	2000					 gas	 132000			 clean	 automatic	
"2018-02-03 11:36am
                "	12	"This truck is in excellent condition and has been garage kept. It has never been offroad. The motor and everything runs great. The only reason for selling is because I want something with better gas mileage. It also has aftermarket exhaust and sounds great. You can contact me at  show contact info
.    "	2008		 excellent		 4wd	 gas	 165456	 white	 full-size	 clean	 automatic	
"2018-01-31 11:46am
                "	2	"TEXT ONLY !!!  show contact info

84,XXX MILES

2006 JEEP WRANGLER
4X4
AUTO  4 cylinder
NEW TIRES
RUN PERFECT
6 speed manual


"	2006		 excellent	 4 cylinders	 4wd	 gas		 white		 clean	 manual	
"2018-02-03 11:35am
                "	17	"2017 Chevrolet Camaro 1LT
For Vehicle Availability Contact Us Now!!
Butch Davis Chevrolet  ""DRIVE A LITTLE-SAVE A LOT!""
Call Us AT: (662) 200-5006 
Stock Number: P1166 
 
Year:*2017*
Make: *Chevrolet*
Model: *Camaro*
Trim: *1LT*
VIN: 1G1FB1RS2H0199636
Stock: P1166
Mileage: 8036 miles
Engine: 3.6L V6 DI
Transmission: 8-Speed Automatic
Driveline: 
Exterior: Black
Body: 2D Coupe Coupe


We are conveniently located at:
2015 City Ave NRipley, MS 38663
Call Us (662) 200-5006
Stock Number: P1166 
 2017 Chevrolet Camaro LT with RS package and Sunroof for sale - Only 8K miles 1 Owner Clean Carfax Bumper to bumper warranty LT equipment package RS equipment package Sunroof 3. 6L V6 engine Automatic transmission Back Up Camera Power seats XM radio Apple CarPlay OnStar Bluetooth connectivity Power windows Power locks Cruise Remote starter Rear spoiler 20 inch alloy wheels and much more. This vehicle offers a sharp looking color combination of Black paint with Jet Black interior. This Chevrolet has been checked out by our service department and has passed inspection. No need to worry this Camaro has remaining factory bumper to bumper warranty until 36000 miles! Also for a few extra dollars per month you can extend the bumper to bumper protection all the way up to 120000 miles!Named a Car and Driver 10 Best Cars Award winner!Butch Davis Chevrolet will help you save money while having the easiest car buying experience of your life! Many of the vehicles we stock are priced at thousand of dollars below what most other dealers charge. Our low no haggle internet prices are clearly marked on each and every vehicle. No pressure tactics here because our sales staff works on salary. At Butch Davis Chevrolet you will never waste time or get stressed out negotiating price or dealing with pushy commissioned sales people!FINANCING FOR FAIR GOOD AND EXCELLENT CREDIT - We have lenders that offer low interest rates. Most of our vehicles can be financed with 0 down for up to 75 months. The combination of low rates and flexible terms allows our customers with a good credit rating to get a low monthly payment often much less than they expect.FINANCING FOR POOR CREDIT - We have lenders that can help you. Bring your most recent paystub and your ID. A down payment of 2000 dollars or more is recommended.Trade ins are welcome.Open 9-7 during the week and 9-6 on Friday and Saturday. Closed Sundays. THANK YOU!
 Similar Years: 2015 15 2016 16 2017 17 2018 18 2019 19 
Similar Trims: 
Other: V6 3.6L Liters CARFAX One Owner 1 Coupe 2 Two Door LS LT SS ZL 6.2L 7.0L L V8 Sport Convertible Z28 Z/28 Sunroof Moonroof Bluetooth Back-Up Backup Camera Aluminum Alloy Wheels _2017_ _Chevy_ _Chevrolet_ _Camaro_ _V6_ _3.6L_ _CARFAX_ _One_ _Owner_ _Coupe_ _Sunroof_ _Bluetooth_ _Backup_ _Camera_ _Aluminum_ _Wheels_ _17_ *2017* *Chevy* *Chevrolet* *Camaro* *V6* *3.6L* *CARFAX* *One* *Owner* *Coupe* *Sunroof* *Bluetooth* *Backup* *Camera* *Aluminum* *Wheels* *17*
"	2017					 gas	 8036			 clean	 automatic	 1G1FB1RS2H0199636
